UniProt Accession,Description,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fractions,Occurrences,Highest mean condition,Lowest mean condition,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,Anova p-value <= 0.05,Fold change >= 1.5,Fold change >= 2,Tissue,Ome,Species
CYTB_HUMAN,Cystatin B OS Homo sapiens GN CSTB PE 1 SV 2,7,6,29,0.654683362,0.304439001,1.09330521,0.073254253,8;9;10,3,HCM,Control,3774.428232,3280.84356,4085.883967,4119.838634,3648.296016,3965.714966,4714.858071,4381.586088,3147.412398,4228.537721,3840.403447,5419.067455,2165.484018,4689.329981,3249.567705,3742.970761,6271.28029,,,,HEART,PROT,HUMAN
NPS3B_HUMAN,Protein NipSnap homolog 3B OS Homo sapiens GN NIPSNAP3B PE 2 SV 1,1,1,6.92,0.658226968,0.305389602,1.15904942,0.072737966,5,1,HCM,Control,52.32013955,59.83944645,65.09468856,37.10879351,12.84495856,44.42647677,30.90143971,36.09621997,10.81112465,67.50892264,71.94125808,57.57704016,48.93682296,37.0856698,54.2642031,100.771033,61.30892511,,,,HEART,PROT,HUMAN
HSPB3_HUMAN,Heat shock protein beta 3 OS Homo sapiens GN HSPB3 PE 1 SV 2,1,1,6.34,0.662855177,0.306837949,1.86516212,0.072074458,7,1,HCM,Control,17.02770851,18.27712799,13.30333383,14.68359373,28.14215943,18.08812736,54.84084405,51.02442853,14.39641307,40.78475331,25.28557918,35.7365198,42.7411041,58.10074135,12.31887141,39.27744232,0,,x,,HEART,PROT,HUMAN
H2A1A_HUMAN;H2A1B_HUMAN;H2A1C_HUMAN;H2A1D_HUMAN;H2A1H_HUMAN;H2A1J_HUMAN;H2A1_HUMAN;H2A2A_HUMAN;H2A2C_HUMAN;H2A3_HUMAN;H2AJ_HUMAN;H2AV_HUMAN;H2AX_HUMAN;H2AZ_HUMAN,Histone H2A type 1 A OS Homo sapiens GN HIST1H2AA PE 1 SV 3,11,6,55.82,0.667243454,0.307653333,1.09332404,0.07145652,9;10;11;12,4,HCM,Control,2068.720039,4307.882044,3741.477541,2635.189091,2540.00588,1945.136061,3812.46037,4392.538136,3265.128303,1503.1469,1927.492974,3537.580855,3432.229326,2307.742541,5019.846702,2730.072284,2624.90431,,,,HEART,PROT,HUMAN
MAOM_HUMAN,NAD dependent malic enzyme mitochondrial OS Homo sapiens GN ME2 PE 1 SV 1,1,1,6.86,0.668517836,0.307653333,1.12636856,0.071279086,10,1,HCM,Control,124.9695381,133.6759271,0,5.076479208,4.470577303,125.7374945,0,0,0.976663951,263.4100738,159.1141126,0.463705833,193.3553276,30.71324273,1.763828205,159.6215078,4.050577822,,,,HEART,PROT,HUMAN
GRP75_HUMAN,Stress 70 protein mitochondrial OS Homo sapiens GN HSPA9 PE 1 SV 2,35,27,204.96,0.669148112,0.307653333,1.04698435,0.071191667,3;4;5;6;7;8;10,7,HCM,Control,9361.777855,8808.091458,8509.32752,9748.671419,7558.424952,10062.73985,8006.974906,9654.555835,6945.054412,9228.308789,9633.665056,7553.440527,8510.966133,10238.06985,13403.28043,9915.624959,10655.62711,,,,HEART,PROT,HUMAN
H2B2F_HUMAN;H2B1A_HUMAN;H2B1B_HUMAN;H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1J_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B1O_HUMAN;H2B2E_HUMAN;H2B3B_HUMAN;H2BFS_HUMAN,Histone H2B type 2 F OS Homo sapiens GN HIST2H2BF PE 1 SV 3,4,3,13.63,0.6744902,0.308715708,1.08996735,0.070459537,3;5;6;7,4,HCM,Control,669.5660451,1569.413533,1303.921951,633.1211035,971.3076047,768.0231714,1329.648778,1220.615301,1221.429946,540.2056639,1042.133871,1139.575779,1008.794541,755.372785,2092.7629,772.8979131,697.056316,,,,HEART,PROT,HUMAN
ES1_HUMAN,ES1 protein homolog mitochondrial OS Homo sapiens GN C21orf33 PE 1 SV 3,11,7,79.85,0.677551369,0.309421483,1.01892054,0.070047065,4;8;9;10,4,HCM,Control,4955.442276,3967.913055,2993.836969,3889.188459,3710.002889,4301.569271,4035.993461,3820.943344,3297.629493,4346.024785,4511.222855,3807.590321,4361.562295,3749.684395,4145.475706,4422.28575,3994.023454,,,,HEART,PROT,HUMAN
ACTN1_HUMAN,Alpha actinin 1 OS Homo sapiens GN ACTN1 PE 1 SV 2,55,12,294.54,0.681847517,0.310686823,1.07695488,0.069476767,1;2;3;4;5;6;7;8;9;10,10,HCM,Control,2135.930903,2801.46162,2266.645825,1928.913612,1773.61167,1787.163233,2871.495291,2269.249083,3145.462783,1601.040951,2530.362993,2384.061544,3260.449443,1617.489119,2142.126284,1677.216859,1563.759291,,,,HEART,PROT,HUMAN
MRP1_HUMAN,Multidrug resistance associated protein 1 OS Homo sapiens GN ABCC1 PE 1 SV 3,1,1,13.4,0.685622433,0.311541767,1.46816459,0.068983854,7,1,HCM,Control,473.2176119,532.3363751,569.0531462,352.8044778,485.7434735,485.0416593,665.2641664,871.7204122,1959.542841,503.7234617,250.9211868,842.3914203,1627.040218,442.7598642,262.7692494,374.7551847,0,,,,HEART,PROT,HUMAN
ALDH2_HUMAN,Aldehyde dehydrogenase mitochondrial OS Homo sapiens GN ALDH2 PE 1 SV 2,36,27,165.2,0.687915982,0.311541767,1.03614706,0.068688083,1;3;4;5;6;7;8;9;10,9,HCM,Control,9822.657211,9016.857289,10838.57036,9564.733464,9226.657893,10053.66684,8271.030527,9889.883133,8062.574553,12128.47099,9961.137956,8588.000575,9802.121147,10434.25699,13199.82206,10811.61098,10021.82552,,,,HEART,PROT,HUMAN
NDUAD_HUMAN,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 13 OS Homo sapiens GN NDUFA13 PE 1 SV 3,2,2,13.71,0.688312565,0.311541767,1.02237592,0.068637223,3;9,2,HCM,Control,2138.238261,2123.698361,1032.037501,2270.112038,1427.471031,755.7490877,1897.19932,1535.653894,951.0065198,2024.536733,2064.974068,1669.486827,2116.10025,1803.719282,1240.570373,1822.986083,1143.687147,,,,HEART,PROT,HUMAN
PCDH1_HUMAN,Protocadherin 1 OS Homo sapiens GN PCDH1 PE 1 SV 2,1,1,12.86,0.693899233,0.312280276,1.65714049,0.067929566,6,1,HCM,Control,12.81216748,20.72789976,9.033163457,19.28410374,18.71227852,16.19988806,57.27523989,17.72120822,27.40024813,34.92660727,28.1926442,16.64165593,36.02659038,23.75755222,0,26.88145809,25.1713358,,x,,HEART,PROT,HUMAN
AN32A_HUMAN,Acidic leucine rich nuclear phosphoprotein 32 family member A OS Homo sapiens GN ANP32A PE 1 SV 1,1,1,14.26,0.694543838,0.312280276,1.10539854,0.067848967,6,1,HCM,Control,258.312931,263.6176379,306.1200555,301.2928768,343.4212538,369.725917,478.0250262,205.573967,382.2612572,392.6675223,499.5588269,179.3873156,182.8951155,167.012308,100.4648769,146.2480439,999.8309828,,,,HEART,PROT,HUMAN
IGHA1_HUMAN;IGHA2_HUMAN,Ig alpha 1 chain C region OS Homo sapiens GN IGHA1 PE 1 SV 2,9,6,51.67,0.701680924,0.314102482,1.09169392,0.066970964,4;6;7;8,4,HCM,Control,1399.61458,1121.983947,1863.12115,2286.675888,979.7274166,1302.656389,2707.811642,1078.953018,1232.003969,1570.271379,1586.871554,1149.785648,1120.418947,1636.014464,3143.778371,1246.029835,1448.503082,,,,HEART,PROT,HUMAN
ALDR_HUMAN;AK1BF_HUMAN,Aldose reductase OS Homo sapiens GN AKR1B1 PE 1 SV 3,10,9,53.14,0.710975963,0.316870502,1.03305359,0.065866542,1;8;9,3,HCM,Control,2292.013542,1958.360244,2871.802516,2715.395699,2952.74553,2971.081818,2478.644148,2568.824157,2307.289298,2974.70727,2447.847265,2353.179779,2456.230013,2627.291563,2527.820747,3144.137446,3965.040319,,,,HEART,PROT,HUMAN
H2A2B_HUMAN,Histone H2A type 2 B OS Homo sapiens GN HIST2H2AB PE 1 SV 3,8,2,49.4,0.712808722,0.316993693,1.04245043,0.065653917,10,1,HCM,Control,230.970086,236.9136298,262.5428679,338.7172586,220.3690885,290.6756616,248.030198,279.6929984,170.0842513,324.1732352,248.3893742,266.160028,223.8905185,296.7641939,322.9605883,303.0068283,336.8396264,,,,HEART,PROT,HUMAN
CMBL_HUMAN,Carboxymethylenebutenolidase homolog OS Homo sapiens GN CMBL PE 1 SV 1,1,1,11.36,0.718121582,0.317815887,1.05151040,0.065047003,1,1,HCM,Control,219.5943463,130.3294887,151.5756517,256.479742,198.5155166,213.5154175,184.3770534,228.5348944,139.7348113,321.7512708,211.5339757,155.0708167,172.6887915,217.6380285,165.6169183,274.3164565,184.2463728,,,,HEART,PROT,HUMAN
GSTO1_HUMAN,Glutathione S transferase omega 1 OS Homo sapiens GN GSTO1 PE 1 SV 2,4,2,20.83,0.719338713,0.317815887,1.03890547,0.06490993,5;10;12,3,HCM,Control,1341.360814,1132.387438,1406.320086,1288.263834,871.6798103,1716.530483,1821.948521,1521.750324,1080.381283,956.1185108,1168.962034,1483.99488,1040.529055,1627.508438,1245.495558,1550.351501,1276.536239,,,,HEART,PROT,HUMAN
GRP78_HUMAN,78 kDa glucose regulated protein OS Homo sapiens GN HSPA5 PE 1 SV 2,39,25,207.63,0.731864848,0.322128241,1.02166385,0.063541229,2;3;4;5;6;7;8;9,8,HCM,Control,6044.702142,6111.643619,7020.525488,6669.039156,5860.17404,5254.341773,6664.81551,6506.514358,5503.192848,6159.056785,5724.240166,5242.302817,5478.031228,7084.975367,7305.746976,7010.184388,6549.680107,,,,HEART,PROT,HUMAN
MYL6_HUMAN,Myosin light polypeptide 6 OS Homo sapiens GN MYL6 PE 1 SV 2,5,2,27.46,0.74418892,0.32622166,1.05395041,0.062267913,3;4;5,3,HCM,Control,208.1598098,202.1471236,192.8991358,198.5620823,286.4969768,156.6946337,265.3798114,202.5120637,275.7200568,234.8456746,168.1706659,147.2947833,190.887477,169.3443226,346.0899971,194.4822046,210.8370123,,,,HEART,PROT,HUMAN
CN159_HUMAN,UPF0317 protein C14orf159 mitochondrial OS Homo sapiens GN C14orf159 PE 2 SV 2,1,1,6.28,0.744770817,0.32622166,1.05669763,0.062209558,5,1,HCM,Control,39.88888334,0.54386487,19.58574201,31.53132638,55.02851273,45.78743618,35.93197377,36.44878363,0.933699111,69.47115454,5.073164048,24.10524601,33.34648465,0.468396512,48.08299812,115.3979073,3.406349694,,,,HEART,PROT,HUMAN
ECI1_HUMAN,Enoyl CoA delta isomerase 1 mitochondrial OS Homo sapiens GN ECI1 PE 1 SV 1,2,1,7.38,0.752030819,0.327337888,1.01413905,0.061494692,5;6;7,3,HCM,Control,717.5194821,685.5397769,520.5293716,502.4466556,570.4216019,788.7887101,534.3960007,578.0217989,263.4442868,1013.091354,881.0472897,453.0486939,448.6233365,398.7270164,1060.287189,954.5148044,452.5347389,,,,HEART,PROT,HUMAN
CFAB_HUMAN,Complement factor B OS Homo sapiens GN CFB PE 1 SV 2,1,1,6.14,0.753444198,0.327337888,1.61588605,0.061358347,7,1,HCM,Control,36.11874668,30.55863923,46.63287548,38.16342268,9.940501299,66.12017853,122.8381849,48.52443093,66.89747606,97.57854771,58.04978434,65.48279221,71.15321749,50.14544702,30.02667985,63.36438278,0,,x,,HEART,PROT,HUMAN
RT36_HUMAN,28S ribosomal protein S36 mitochondrial OS Homo sapiens GN MRPS36 PE 1 SV 2,2,2,7.61,0.754922008,0.327337888,1.00859215,0.061216765,9,1,HCM,Control,93.8379105,82.91165137,96.03889413,106.8133602,93.42116295,151.1155912,90.86189002,98.91086605,89.23703892,126.8630717,120.0527943,16.71541171,103.0974112,111.8790836,96.18061527,163.5094592,136.7780055,,,,HEART,PROT,HUMAN
EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS Homo sapiens GN EIF3A PE 1 SV 1,7,1,43.6,0.755354881,0.327337888,1.15711520,0.061175482,1;2,2,HCM,Control,26.19238816,51.88129927,24.48887404,22.7807283,30.65858384,21.41136869,50.0737697,19.44781137,20.62135883,21.17855643,35.833774,23.56786276,28.25327744,17.19137433,6.328656689,135.151747,18.71233717,,,,HEART,PROT,HUMAN
TBA4A_HUMAN,Tubulin alpha 4A chain OS Homo sapiens GN TUBA4A PE 1 SV 1,20,6,125,0.762401095,0.328991447,1.04000257,0.06051546,1;2;3;4;5;6;7;8;9;12,10,HCM,Control,1106.819216,1400.101143,917.6007653,904.865106,1224.991658,977.7645261,1281.491915,861.5833999,1162.439991,1417.743634,893.7503582,1143.293962,1297.642136,976.5240211,1384.226387,743.4380926,1292.51505,,,,HEART,PROT,HUMAN
TBB2A_HUMAN;TBB2B_HUMAN,Tubulin beta 2A chain OS Homo sapiens GN TUBB2A PE 1 SV 1,17,1,100.47,0.771231719,0.329936115,1.07726876,0.059719805,5;6;7;8;9;10;11,7,HCM,Control,62.39542917,59.09288409,67.30442045,48.00017356,51.85175893,51.08956268,66.92883988,92.17072822,69.71617956,47.68472767,38.01392198,68.76596657,53.13455144,41.50234699,85.81821268,40.11384693,67.12331162,,,,HEART,PROT,HUMAN
BCAT2_HUMAN,Branched chain amino acid aminotransferase mitochondrial OS Homo sapiens GN BCAT2 PE 1 SV 2,3,2,26.56,0.773912606,0.329936115,1.02782826,0.059485109,6;7;9,3,HCM,Control,298.46791,225.6995321,241.3776475,235.3631004,194.916858,212.6723655,218.6121152,299.4369278,164.8012498,377.5261876,245.1319155,49.66497239,191.9588712,246.2339569,343.6912746,317.4417411,199.6054353,,,,HEART,PROT,HUMAN
HSP74_HUMAN;HS74L_HUMAN,Heat shock 70 kDa protein 4 OS Homo sapiens GN HSPA4 PE 1 SV 4,1,1,6.74,0.774171145,0.329936115,1.03108426,0.059462643,10,1,HCM,Control,243.9504205,187.0178532,111.3648674,184.5754125,191.0289369,157.4634107,256.1772455,193.0261669,145.7067357,216.0281998,214.7598622,195.5100235,191.2099302,185.7350231,116.9497403,180.5054801,137.244647,,,,HEART,PROT,HUMAN
GLGB_HUMAN,1 4 alpha glucan branching enzyme OS Homo sapiens GN GBE1 PE 1 SV 3,1,1,5.89,0.774402195,0.329936115,1.22543457,0.059442591,8,1,HCM,Control,96.8045603,62.9744726,1.366104,130.657835,53.52372465,107.8899306,123.0230538,68.99714587,73.73195138,147.9297889,151.1164251,0,134.1805088,100.2028314,18.3752073,92.00963189,108.6435486,,,,HEART,PROT,HUMAN
T53G1_HUMAN,TP53 target gene 1 protein OS Homo sapiens GN TP53TG1 PE 2 SV 1,1,1,11.16,0.775929522,0.329936115,1.18902234,0.059310628,7,1,HCM,Control,293.9676459,260.7963538,377.0414133,435.3155359,377.9742677,376.3946451,316.4365741,415.8486746,392.9290315,357.6013306,524.0772021,432.7786429,443.9867642,448.5458197,732.470548,490.7652504,69.14136964,,,,HEART,PROT,HUMAN
NDUAB_HUMAN,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 11 OS Homo sapiens GN NDUFA11 PE 1 SV 3,2,1,14.53,0.778740747,0.33044163,1.41679672,0.059070409,8,1,HCM,Control,48.4378399,63.28376265,0,26.45439762,29.96815555,18.28764336,145.0906876,15.12719935,17.13789092,15.13278898,18.31475423,142.1960048,101.9817212,6.764967215,7.032373325,12.10653458,3.364338821,,,,HEART,PROT,HUMAN
PSG5_HUMAN,Pregnancy specific beta 1 glycoprotein 5 OS Homo sapiens GN PSG5 PE 1 SV 3,1,1,6.4,0.78060623,0.330544573,1.16209600,0.058912909,10,1,HCM,Control,67.55610302,147.3882188,194.3754902,68.10576595,120.5484799,75.1770761,141.3015747,130.7111117,179.8263867,42.56991382,53.31349703,139.2639031,174.0438388,70.73529751,218.5656084,51.84141851,231.9822174,,,,HEART,PROT,HUMAN
TMTC2_HUMAN,Transmembrane and TPR repeat containing protein 2 OS Homo sapiens GN TMTC2 PE 2 SV 1,1,1,6.68,0.788391787,0.333148719,1.29307245,0.058271885,6,1,HCM,Control,182.0186084,64.39489569,283.1679158,186.7221643,249.6050478,222.7396695,190.4558333,185.8658326,186.2125687,168.6477568,235.545791,263.7443284,227.0653513,359.0939832,0,283.6848321,717.5324054,,,,HEART,PROT,HUMAN
AT5EL_HUMAN;ATP5E_HUMAN,ATP synthase subunit epsilon like protein mitochondrial OS Homo sapiens GN ATP5EP2 PE 1 SV 1,3,2,7.34,0.791078343,0.333283163,1.00642817,0.058056747,8,1,HCM,Control,92.93972,171.6700386,227.6250385,88.10285044,108.215555,102.411028,104.8602027,174.9382652,162.2783969,111.083564,153.8533954,100.4234217,105.6005799,91.63093589,198.4853925,122.4651107,133.8033279,,,,HEART,PROT,HUMAN
1433T_HUMAN,14 3 3 protein theta OS Homo sapiens GN YWHAQ PE 1 SV 1,8,1,53.6,0.791982603,0.333283163,1.13089283,0.057985029,1;4;8;9,4,HCM,Control,508.4023221,488.314721,394.5741451,741.2047128,395.0667446,671.8840595,526.7327222,611.73152,396.416208,915.8921289,733.0962109,135.6359196,563.2302696,668.1645894,815.962771,716.7880708,549.7737308,,,,HEART,PROT,HUMAN
UGPA_HUMAN,UTP glucose 1 phosphate uridylyltransferase OS Homo sapiens GN UGP2 PE 1 SV 5,9,7,41.21,0.797258744,0.334444161,1.02935005,0.057573514,7;8;10,3,HCM,Control,1953.706586,1805.237295,1674.495301,2849.426112,2127.907246,2087.500045,2214.933883,2133.925737,1745.240752,2572.267235,2140.947907,1943.412559,1694.834676,2736.394176,2759.29769,2166.752093,1478.005388,,,,HEART,PROT,HUMAN
SUCA_HUMAN,Succinyl CoA ligase ADP GDP forming subunit alpha mitochondrial OS Homo sapiens GN SUCLG1 PE 1 SV,15,13,66.61,0.798025544,0.334444161,1.01634074,0.05751469,6;7;8;9;10,5,HCM,Control,4427.857514,4568.350994,4561.811991,4053.451177,4361.103724,4407.800774,3068.837958,3322.42236,2938.597827,4445.750931,4315.155942,4229.954854,3848.025785,4194.549676,4546.410483,4836.097817,9408.523212,,,,HEART,PROT,HUMAN
PGAM2_HUMAN,Phosphoglycerate mutase 2 OS Homo sapiens GN PGAM2 PE 1 SV 3,31,11,96.67,0.802149846,0.33548232,1.12393006,0.057202554,6;7;8;9;10,5,HCM,Control,3425.581931,2606.72526,2944.386074,3384.839755,2648.90575,3296.710957,2121.501696,3581.695664,2191.336509,3696.395781,2662.200071,2676.019451,1651.290375,3728.754624,5805.477506,3270.249056,6337.665167,,,,HEART,PROT,HUMAN
ACTBM_HUMAN,Putative beta actin like protein 3 OS Homo sapiens GN POTEKP PE 5 SV 1,41,4,178.61,0.812132218,0.336922368,1.02676454,0.056476539,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,1003.047548,732.3811581,910.330328,634.4632733,950.824172,1330.965301,1014.164897,880.9253368,513.0410383,884.0026702,1084.944329,1245.780904,617.2908678,549.0115557,349.4448663,1493.188617,1838.145067,,,,HEART,PROT,HUMAN
EZRI_HUMAN,Ezrin OS Homo sapiens GN EZR PE 1 SV 4,4,1,19.75,0.812209833,0.336922368,1.10897145,0.056471057,8;10,2,HCM,Control,66.01364281,72.41548582,30.59061446,104.6642263,31.4033722,54.368095,75.75882645,85.28397976,35.68606934,87.45236113,74.79765362,73.60352624,16.65583226,71.39905729,130.8003742,46.60111975,32.77519547,,,,HEART,PROT,HUMAN
MYOM1_HUMAN,Myomesin 1 OS Homo sapiens GN MYOM1 PE 1 SV 2,14,11,76.05,0.818569264,0.338182873,1.01283557,0.056030261,1;3;4;5;6;7,6,HCM,Control,2281.650327,3159.556235,2487.771074,2114.778811,2114.656382,2581.016299,1945.343397,1699.063881,1858.028545,2780.436916,2658.090606,1595.234426,2201.586526,2280.291591,2010.211775,3273.971251,5066.874204,,,,HEART,PROT,HUMAN
CRYAB_HUMAN,Alpha crystallin B chain OS Homo sapiens GN CRYAB PE 1 SV 2,57,51,178.51,0.830646282,0.342477678,1.05042839,0.055238619,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,21514.84298,36188.80487,33133.00903,27596.62677,29100.71243,27872.88509,33792.9576,24168.06501,26636.401,33824.66337,27725.34877,23620.97145,24546.39295,30224.35786,56926.60958,33949.05488,22381.18533,,,,HEART,PROT,HUMAN
HCD2_HUMAN,3 hydroxyacyl CoA dehydrogenase type 2 OS Homo sapiens GN HSD17B10 PE 1 SV 3,4,3,40.87,0.845663192,0.347964808,1.00953880,0.054336053,6;7,2,HCM,Control,520.4803072,356.2141396,532.8430195,453.1247936,506.344245,526.7421818,488.1469618,460.9773725,300.3795028,681.9541943,616.8605366,414.3783174,351.0838162,729.1307837,416.559753,618.9921169,281.0495076,,,,HEART,PROT,HUMAN
ATP5J_HUMAN,ATP synthase coupling factor 6 mitochondrial OS Homo sapiens GN ATP5J PE 1 SV 1,7,6,45.72,0.852242547,0.348889109,1.04519774,0.053968754,1;3;4,3,HCM,Control,4070.235045,3222.699028,2507.638977,4566.179404,3231.348299,4386.609997,2697.589553,5524.269191,2212.768208,3801.17257,3373.29056,4814.033802,4954.512508,3578.137493,3485.181464,2699.982077,4986.074205,,,,HEART,PROT,HUMAN
ESTD_HUMAN,S formylglutathione hydrolase OS Homo sapiens GN ESD PE 1 SV 2,7,7,28.22,0.853452466,0.348889109,1.02273773,0.053903057,6;10,2,HCM,Control,1748.861593,1569.818019,1557.202086,1807.68154,1496.957608,1572.670751,1633.1366,1952.34128,1418.183505,1862.882859,1328.336387,1729.622033,1230.498118,1804.120383,2066.339268,1598.557113,1663.40368,,,,HEART,PROT,HUMAN
DUS3_HUMAN,Dual specificity protein phosphatase 3 OS Homo sapiens GN DUSP3 PE 1 SV 1,5,3,21,0.858805033,0.349140275,1.01188001,0.053619277,5;6;8,3,HCM,Control,738.8086859,686.683517,553.2335984,819.5871496,648.8881588,672.0783102,657.0102448,657.7242041,554.0792601,850.5334815,675.9850598,706.049235,661.8828308,704.7654118,781.5046412,798.0562906,594.1395575,,,,HEART,PROT,HUMAN
ACTC_HUMAN,Actin alpha cardiac muscle 1 OS Homo sapiens GN ACTC1 PE 1 SV 1,153,2,570.54,0.861361276,0.349481926,1.01183463,0.053487683,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,1077.822863,982.3935799,1185.801755,1225.935837,858.2977207,1296.858964,1321.165052,1255.203746,1249.917435,1113.168581,837.0972626,1239.339906,985.0578242,1128.51864,1168.727139,989.263321,1006.031298,,,,HEART,PROT,HUMAN
VTDB_HUMAN,Vitamin D binding protein OS Homo sapiens GN GC PE 1 SV 1,5,4,14,0.86793639,0.350752242,1.02706521,0.05316081,4;5;6;10,4,HCM,Control,570.3584989,608.3717479,923.9320327,770.5322852,679.6100776,710.8767072,723.4140077,855.3809552,768.3366144,563.802141,666.84352,673.4007194,627.3985926,626.766639,890.9424854,527.7555739,1104.269822,,,,HEART,PROT,HUMAN
ACON_HUMAN,Aconitate hydratase mitochondrial OS Homo sapiens GN ACO2 PE 1 SV 2,150,119,741.71,0.876560551,0.353535995,1.02588483,0.052757259,1;2;3;4;5;6;7;8;9;10;11,11,HCM,Control,54699.83532,58465.92138,64932.26599,56186.85234,51957.39087,66546.40958,49698.23213,39274.63175,51963.19304,61618.96267,60656.70812,56116.57395,58306.73701,65718.14048,74422.80156,74235.7348,71509.29432,,,,HEART,PROT,HUMAN
CO3_HUMAN,Complement C3 OS Homo sapiens GN C3 PE 1 SV 2,20,16,138.55,0.881170758,0.354233326,1.00567398,0.052553177,1;4;5;6;8;9;10,7,HCM,Control,1844.174469,1912.940534,2171.393198,2389.551271,1574.361987,2731.34698,2582.722794,1387.482809,1644.890601,2052.367881,1886.150585,1981.558784,1624.296786,2114.824231,2220.453662,1707.223758,4072.919835,,,,HEART,PROT,HUMAN
ISK5_HUMAN,Serine protease inhibitor Kazal type 5 OS Homo sapiens GN SPINK5 PE 1 SV 2,3,1,11.64,0.881767895,0.354233326,1.11524134,0.052527334,1,1,HCM,Control,57.82137438,59.66779573,43.73821545,50.49574503,53.8244796,53.06019149,46.38007114,197.392427,49.71848208,57.37022536,53.11235642,34.78830114,35.47406877,48.141876,36.16116202,48.04949288,44.83995515,,,,HEART,PROT,HUMAN
HV316_HUMAN;HV305_HUMAN,Ig heavy chain V III region TEI OS Homo sapiens PE 1 SV 1,2,2,22.6,0.885283459,0.354945547,1.03361398,0.052377926,5;6,2,HCM,Control,367.6914295,339.0984135,387.449588,307.2222644,276.2760419,383.5257016,289.0691712,266.0225562,280.711549,347.8558005,363.5839444,380.4918521,270.4821783,459.3603275,344.8708481,343.8248322,559.7365782,,,,HEART,PROT,HUMAN
DESM_HUMAN;AINX_HUMAN;NFH_HUMAN;NFL_HUMAN,Desmin OS Homo sapiens GN DES PE 1 SV 3,182,120,747.23,0.890911418,0.356500249,1.00673288,0.05214846,1;2;3;4;5;6;7;8;9;10;11;12,12,HCM,Control,59155.60677,95482.95287,57667.40318,71891.39528,64713.73403,59332.65076,94679.32387,58495.89697,66075.8455,69278.11286,70523.23122,60082.30445,81853.61297,64360.64954,65759.3513,67933.39198,54444.34323,,,,HEART,PROT,HUMAN
