Protein IDs,Protein names,Gene names,TPA_WT1,TPA_WT2,TPA_WT3,TPA_WT4,TPA_ob1,TPA_ob2,TPA_ob3,TPA_ob4,Student's T-test Significant ob_lean,-Log Student's T-test p-value ob_lean,Student's T-test q-value ob_lean,Student's T-test Difference ob_lean,Student's T-test Test statistic ob_lean,Tissue,Ome,Species
D3YVP5;Q80W21;D3YVP6;E9QAC8;D3YZ29,Glutathione S-transferase Mu 7,Gstm7,-15.48874474,-15.73649693,-15.82554722,-14.67261982,-13.91187763,-21.28657532,-15.82255077,-15.62157726,,0.321474734,0.609420005,-1.229793072,-0.714230759,LIVER,PROT,MOUSE
D3YVU0;P62069;Q9D9M2-2;Q9D9M2,Ubiquitin carboxyl-terminal hydrolase 46,Usp46,-19.41732979,-19.37092209,-19.7525425,-18.87733078,-20.1657486,-19.28897858,-18.97059822,-23.03617668,,0.48827518,0.464463664,-1.010844231,-0.969316887,LIVER,PROT,MOUSE
D3YVW2;F6RUD1,,Golim4,-14.50953388,-14.658041,-14.60581493,-15.46389103,-14.6876173,-14.8549881,-14.85017395,-14.1744175,,0.250652138,0.75714688,0.167521,0.449541105,LIVER,PROT,MOUSE
D3YWC2;D3Z6F1;Q9JM93,ADP-ribosylation factor-like protein 6-interacting protein 4,Arl6ip4,-20.1520977,-19.66678047,-18.92431641,-18.63306236,-18.93784332,-21.51070595,-20.71722031,-20.9359436,,0.917354783,0.245307902,-1.181364059,-1.566439988,LIVER,PROT,MOUSE
D3YWD3;B1AZA5;B1AZA8,Transmembrane protein 245,Tmem245,-18.56550026,-18.66426659,-17.69295692,-16.94268799,-17.60517883,-16.96099091,-17.51432991,-17.64504814,,0.576771573,0.449702836,0.534965992,0.999578054,LIVER,PROT,MOUSE
D3YWG7;Q8K0V2,DCN1-like protein;DCN1-like protein 3,Dcun1d3,-21.9550724,-23.49612236,-22.42485619,-22.16882515,-19.62871742,-20.08141708,-21.14071274,-21.69148064,,1.736400043,0.059933579,1.875637054,2.741499594,LIVER,PROT,MOUSE
D3YWH4;D3Z6X7;Q9DBU0;D6RGM8;D3YYW1;D3Z279,Transmembrane 9 superfamily member 1,Tm9sf1,-17.13810349,-16.7981205,-17.06241608,-17.34650803,-21.50547791,-19.88865852,-17.39391136,-16.42646599,,0.719678521,0.309013638,-1.717341423,-1.358243063,LIVER,PROT,MOUSE
D3YWI4;E9Q1I6;F8WHT5;G3UVW1;P19258;A0A0J9YVC7,Protein Mpv17,Mpv17,-16.91030312,-16.42391396,-17.6665287,-18.88960457,-17.6061306,-20.61328316,-17.64818573,-16.33431244,,0.219450781,0.728303235,-0.577890396,-0.500721547,LIVER,PROT,MOUSE
D3YWK1;Q80W47,WD repeat domain phosphoinositide-interacting protein 2,Wipi2,-15.73462296,-15.80353928,-15.90422916,-16.24246025,-16.51594543,-17.6499176,-17.05042076,-16.63266754,,2.005583007,0.06,-1.041024923,-2.739727709,LIVER,PROT,MOUSE
D3YWS8;Q8CBY3,Leukocyte receptor cluster member 8 homolog,Leng8,-22.8100853,-21.55277252,-21.11854553,-18.93076897,-20.72016716,-19.4703331,-20.5741539,-20.78799248,,0.356294831,0.594083661,0.71488142,0.740674474,LIVER,PROT,MOUSE
D3YWT0;D3Z569;D3YTS1;Q9R0P6,Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11A,Sec11a,-14.30456543,-14.66480827,-14.37589645,-14.37335014,-13.93222904,-13.90243816,-14.88004398,-16.13044167,,0.21130431,0.758802277,-0.281633139,-0.44648825,LIVER,PROT,MOUSE
D3YWT1;D3Z3N4;D3Z6Y3,,Hnrnph3,-16.47044563,-16.39381218,-16.27503777,-15.59800911,-16.45574379,-16.72802353,-17.29607201,-17.26223755,,1.401481578,0.165064007,-0.751193047,-1.941577887,LIVER,PROT,MOUSE
D3YWV3;A0A0R4IZW6;G3X9U5;Q99J78;Q99J78-2;A0A1D5RMG5,Differentially expressed in FDCP 8,Def8,-21.70439911,-21.80528831,-22.0007534,-19.62927818,-21.1507988,-21.47397041,-21.9148159,-23.50609589,,0.42322476,0.535969868,-0.726490498,-0.842502814,LIVER,PROT,MOUSE
D3YWV5;Q62178;V9GWW2;D3YUM4;D3YZ30,Semaphorin-4A,Sema4a,-21.47278786,-20.95064545,-20.31679726,-20.4548893,-20.04144859,-21.1777916,-21.4220562,-21.27896309,,0.170681089,0.812380145,-0.181284904,-0.354367425,LIVER,PROT,MOUSE
D3YWX2;F6YTL8;E9Q803;Q9R0I7,YLP motif-containing protein 1,Ylpm1,-16.3897686,-16.84302139,-16.79174614,-16.56964493,-16.82377434,-15.58380413,-16.8413868,-18.24768257,,0.156083518,0.817123816,-0.225616693,-0.344832115,LIVER,PROT,MOUSE
D3YX85;Q7SIG6;E9PX52;Q7SIG6-2,Arf-GAP with SH3 domain. ANK repeat and PH domain-containing protein 2,Asap2,-16.54919243,-16.92158318,-17.01843643,-17.24072838,-17.32769012,-18.08658409,-17.76566315,-19.91719818,,1.20491767,0.163127946,-1.341798782,-1.952373687,LIVER,PROT,MOUSE
D3YXF5,,C7,-17.47483063,-18.88252258,-18.94065666,-16.72918129,-18.48898506,-18.76621056,-21.00530434,-21.28542519,,1.07153876,0.17991528,-1.879683495,-1.858220225,LIVER,PROT,MOUSE
D3YXJ5,,Fam84b,-22.08358574,-20.7757206,-20.25937462,-20.96464348,-19.17418671,-19.42551422,-19.08016968,-20.46459389,,1.606475202,0.0824,1.484714985,2.47946107,LIVER,PROT,MOUSE
D3YXP0,,Akip1,-13.89514828,-13.69774532,-14.99140167,-21.69125557,-19.54163551,-21.07790565,-13.88526726,-11.50508595,,0.051427781,0.929343888,-0.433585882,-0.141711036,LIVER,PROT,MOUSE
D3YXP6;Q9D1G2;Q9D1G2-2;Q9D1G2-3,Phosphomevalonate kinase,Pmvk,-15.05816364,-16.16103554,-14.92633438,-13.75004482,-14.45548153,-14.69654274,-15.1449461,-16.07888031,,0.070436222,0.911457805,-0.120068073,-0.169280444,LIVER,PROT,MOUSE
D3YXZ0;Q8VEG6-3;Q8VEG6-2;Q8VEG6,CCR4-NOT transcription complex subunit 6-like,Cnot6l,-20.96233559,-20.65975571,-20.10387993,-21.49537849,-21.80151176,-20.09155655,-20.69295883,-21.99433708,,0.25854147,0.710169146,-0.339753628,-0.532065746,LIVER,PROT,MOUSE
D3YXZ3;Q91YS4;D3Z5Y7,,Klc2,-19.796875,-20.21578598,-19.84329224,-18.03562164,-19.10763931,-20.11518097,-21.11899567,-18.94434929,,0.195885951,0.765649803,-0.348647594,-0.434887354,LIVER,PROT,MOUSE
D3YY07;Q9CWU2,Palmitoyltransferase;Palmitoyltransferase ZDHHC13,Zdhhc13,-21.09688377,-20.35579491,-21.02225685,-22.40398407,-20.62906265,-20.0124054,-20.42703629,-23.69459915,,0.010284136,0.986869775,0.028954029,0.027656918,LIVER,PROT,MOUSE
D3YY15;D3Z2F0;D3YUE1;Q3TVI8,Pre-B-cell leukemia transcription factor-interacting protein 1,Pbxip1,-20.97683907,-22.23077393,-22.20076752,-20.91710663,-22.28373337,-19.60408211,-22.37483406,-21.6733284,,0.045785707,0.944085719,0.0973773,0.115585195,LIVER,PROT,MOUSE
D3YY34;B7ZNA5;Q8CHP6,Polyhomeotic-like protein 3,Phc3,-21.45212746,-24.04115105,-23.16394043,-21.91498566,-19.82514,-19.28495407,-20.97393227,-21.73903084,,1.450541261,0.091587684,2.187286854,2.405660567,LIVER,PROT,MOUSE
D3YY75;Q91ZD4,Vang-like protein 2,Vangl2,-21.7507267,-21.47611046,-18.79249763,-20.50946236,-22.32654381,-18.25615883,-19.97468185,-18.68786812,,0.304597194,0.63685386,0.820886135,0.665916313,LIVER,PROT,MOUSE
D3YYD6;Q9JJJ3,Aquaporin-9,Aqp9,-14.64344978,-14.92327881,-14.99327374,-14.24448299,-14.62846375,-14.66296577,-15.51907158,-16.2857399,,0.635950857,0.413346218,-0.572938919,-1.080718698,LIVER,PROT,MOUSE
D3YYI8;O09106,Histone deacetylase;Histone deacetylase 1,Gm10093;Hdac1,-14.82764339,-15.58772755,-15.6368227,-16.04895401,-16.64810944,-17.06716537,-16.96720123,-15.31163883,,1.053778241,0.216640693,-0.973241806,-1.681390265,LIVER,PROT,MOUSE
D3YYK7;Q9DCT4;Q9CY21;F6VT90,Probable 18S rRNA (guanine-N(7))-methyltransferase,Wbscr22,-19.14973831,-18.5658989,-18.39254951,-20.54171562,-21.51407051,-20.45978165,-19.62646103,-18.35151482,,0.447509419,0.508320628,-0.825481415,-0.890280352,LIVER,PROT,MOUSE
D3YYN7;Q6PIE5,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2,-21.0902195,-19.64089584,-19.62036705,-20.14899063,-19.00871658,-18.52177048,-21.64894867,-21.75644493,,0.041075642,0.947873139,-0.10885191,-0.106635194,LIVER,PROT,MOUSE
D3YYT0;P15116,Cadherin-2,Cdh2,-12.95046902,-13.11016464,-13.25321484,-13.61675739,-14.34035301,-14.25254726,-13.06289387,-13.15338612,,0.595370572,0.45263533,-0.469643593,-0.994532788,LIVER,PROT,MOUSE
D3YYT1;Q922P9,Putative oxidoreductase GLYR1,Glyr1,-15.57221603,-16.47568321,-17.07874489,-16.29677773,-15.71761513,-15.2723465,-16.536026,-15.80255795,,0.611761136,0.434381104,0.523719072,1.035166578,LIVER,PROT,MOUSE
D3YYW8;Q91V81-2;Q91V81,RNA-binding protein 42,Rbm42,-16.44006157,-16.22429848,-16.00211906,-15.81684303,-16.38300896,-16.87959099,-17.20807838,-16.82898521,,1.756208378,0.112480349,-0.70408535,-2.222236638,LIVER,PROT,MOUSE
D3YYY8,,Arhgef26,-19.04267883,-19.18012238,-19.18010521,-18.67731857,-20.03549194,-19.08010483,-18.81757545,-20.37833595,,0.688849658,0.394019746,-0.557820797,-1.133480644,LIVER,PROT,MOUSE
D3YZ09;Q9CY66-3;Q9CY66-2;Q9CY66;F6SL78,H/ACA ribonucleoprotein complex subunit 1,Gar1,-17.92635155,-17.88183975,-18.01299858,-19.75731468,-22.299366,-21.79410172,-18.87848473,-18.50070572,,0.931941964,0.218465888,-1.973538399,-1.67482604,LIVER,PROT,MOUSE
D3YZ20;Q6PI63;O08740;D3YZ19,DNA-directed RNA polymerase II subunit RPB11,Polr2j,-18.40835762,-18.48854065,-17.84995651,-20.47586632,-20.84642601,-22.42981911,-19.84421349,-18.13471794,,0.682597743,0.331210806,-1.508113861,-1.291019964,LIVER,PROT,MOUSE
D3YZ54;Q9QXE0;E9PWM4;D6RDE9;E9Q0K0;E9Q7H7;E9Q9L4,2-hydroxyacyl-CoA lyase 1,Hacl1,-9.935534477,-9.964256287,-9.913764954,-9.560828209,-10.08133316,-10.203578,-9.704127312,-9.752574921,,0.24026294,0.807873871,-0.091807365,-0.360134876,LIVER,PROT,MOUSE
D3YZ60;Q9CYZ6,Uncharacterized protein C19orf60 homolog,2810428I15Rik,-16.43502998,-16.7057724,-16.13737106,-15.97547436,-14.72560501,-15.84133339,-15.6886158,-15.60131836,,1.530743137,0.128149495,0.849193811,2.1297684,LIVER,PROT,MOUSE
D3YZ98;E9QLS6;Q6PF93-2;Q6PF93;E9Q824,Phosphatidylinositol 3-kinase;Phosphatidylinositol 3-kinase catalytic subunit type 3,Pik3c3,-17.61036682,-17.92886925,-17.95678139,-20.6045742,-19.01284599,-22.54196739,-18.55903435,-18.56778145,,0.428651807,0.50975014,-1.14525938,-0.888391256,LIVER,PROT,MOUSE
D3YZC9;D3YZD0;Q64213;E9Q4Q2;Q64213-2;Q64213-3;D3YVH4;F8WHF9;D6RDB7;F6YR19,Splicing factor 1,Sf1,-13.84213161,-13.99800301,-13.8716526,-13.12284851,-13.71639824,-13.32433605,-14.29088116,-14.46176434,,0.3070015,0.699436253,-0.239686012,-0.559286819,LIVER,PROT,MOUSE
D3YZN4;D3YXB7;Q3ULF4;D3Z342;G3UX97;F6W695;F6VTG4,Paraplegin,Spg7,-14.42439842,-15.02843857,-14.89896488,-13.98641491,-14.21194744,-14.25834274,-14.89971447,-14.14835262,,0.289436356,0.718363746,0.204964876,0.518562388,LIVER,PROT,MOUSE
D3YZN8;D3YVI2,,Unc45a,-19.86817551,-19.91132545,-19.48476219,-16.80935478,-17.52755737,-16.74680519,-18.00279999,-18.5184021,,0.785004977,0.291312792,1.319513321,1.415034111,LIVER,PROT,MOUSE
D3YZP9;F6SXB0;F7B4D5;REV__Q9D2W5;REV__Q6PEM6,Coiled-coil domain-containing protein 6,Ccdc6,-15.22380066,-15.32559395,-16.89144135,-15.22052002,-16.79481316,-15.8157692,-16.17330742,-15.57284927,,0.378308119,0.606161953,-0.423845768,-0.720806024,LIVER,PROT,MOUSE
D3YZR1;Q9JHE7;D3Z6S3;D3YYU6,Protein TSSC4,Tssc4,-18.4770813,-18.84857368,-18.08771324,-17.83469963,-17.64292908,-18.32434082,-18.98821068,-18.30699921,,0.003402916,0.997529791,-0.003602982,-0.007947357,LIVER,PROT,MOUSE
D3YZS0;Q9CQY2;Q3TQP0,RNMT-activating mini protein,Fam103a1;Gm10767,-17.82607841,-17.43116379,-17.30285072,-20.19224548,-18.54498863,-18.28879356,-19.48507881,-18.18974304,,0.241006596,0.715857576,-0.43906641,-0.523341236,LIVER,PROT,MOUSE
D3YZS5;P97473;D3Z282;Q3UNH9,RISC-loading complex subunit TARBP2,Tarbp2,-18.13956642,-18.3016243,-17.93801308,-17.39489937,-17.43679619,-18.07467079,-18.16609383,-18.79657173,,0.203243063,0.789762402,-0.175007343,-0.396731777,LIVER,PROT,MOUSE
D3YZZ6,,Eif2a,-20.60198784,-20.91755676,-21.21127892,-21.70606041,-21.78461647,-21.1212101,-21.16669655,-21.80872726,,0.559629659,0.503005937,-0.361091614,-0.900226656,LIVER,PROT,MOUSE
D3Z030;Q6EDY6-3;Q6EDY6;F7AI27;Q6EDY6-2,Leucine-rich repeat-containing protein 16A,Lrrc16a,-20.02357674,-20.08699799,-20.61233902,-20.15995789,-18.44371605,-19.39546585,-19.06611633,-20.3507843,,1.130394312,0.200756757,0.906697273,1.744513079,LIVER,PROT,MOUSE
D3Z041;P41216;D3Z457;D3YVF6;F6WNZ2;A0A1B0GRS8,Long-chain-fatty-acid--CoA ligase 1,Acsl1,-8.298282623,-8.693870544,-8.56475544,-8.558291435,-9.079527855,-9.024692535,-9.135314941,-8.947501183,,2.869208997,0.063512367,-0.517959118,-2.69620316,LIVER,PROT,MOUSE
D3Z061;Q8C7R4,Ubiquitin-like modifier-activating enzyme 6,Uba6,-15.02483654,-15.16595459,-14.94973373,-15.65722466,-16.54044724,-16.66315651,-15.29935265,-14.63570595,,0.522181449,0.475405485,-0.585228205,-0.949169737,LIVER,PROT,MOUSE
D3Z080;Q3UTJ2-5;A0A0R4J1X5;Q3UTJ2-6;Q3UTJ2-7;D3Z4W6;D3YTN2;D3YUT0;D3YY43,Sorbin and SH3 domain-containing protein 2,Sorbs2,-13.55757236,-13.29620743,-13.45496464,-13.31051636,-13.4685545,-13.21879387,-13.38290691,-13.31262493,,0.303643738,0.82863726,0.059095144,0.325129182,LIVER,PROT,MOUSE
D3Z0F5;O88545;F6QK86,COP9 signalosome complex subunit 6,Cops6,-15.46193695,-15.40505505,-15.7106657,-16.07277107,-20.22084427,-17.19283485,-15.64549351,-15.14360332,,0.562175197,0.404290134,-1.388086796,-1.107622946,LIVER,PROT,MOUSE
D3Z0M9;E0CXN3,,Ddx23,-14.24044228,-14.13591099,-14.30209541,-13.84503555,-15.20907497,-16.16197586,-14.26514149,-14.56476402,,1.112139193,0.205309896,-0.919368029,-1.729134291,LIVER,PROT,MOUSE
D3Z0Q4;D3Z4L1;Q3URQ7-2;Q3URQ7,Methenyltetrahydrofolate synthase domain-containing protein,Mthfsd,-21.28325844,-20.7792263,-20.26777267,-19.74011993,-19.35865021,-19.21709824,-19.72471237,-23.00962639,,0.070821366,0.907655807,0.190072536,0.179378457,LIVER,PROT,MOUSE
D3Z0R1,,Tpmt,-20.06029129,-19.52158737,-21.02832794,-21.6996479,-17.34703255,-20.04139328,-16.36745834,-21.47971535,,0.66627684,0.333695246,1.768563747,1.283564696,LIVER,PROT,MOUSE
D3Z0R8;Q8BGB2;D6RG81;F6ZVR4,Tetratricopeptide repeat protein 7A,Ttc7;Ttc7a,-16.66936493,-17.39051056,-17.09445572,-16.52812386,-15.63531685,-15.03940582,-16.06324768,-16.2614994,,1.88957748,0.064288225,1.170746326,2.691870971,LIVER,PROT,MOUSE
D3Z108;E9QN77;Q9JMG3-2;Q9JMG3;D3Z5X7,Transmembrane and ubiquitin-like domain-containing protein 1,Tmub1,-19.08880615,-18.79856491,-20.521492,-18.56661034,-19.19509315,-21.90316391,-21.18315125,-19.03750038,,0.6128831,0.385576369,-1.085858822,-1.154716912,LIVER,PROT,MOUSE
D3Z136;Q8BHI7;D3Z0Z6,Elongation of very long chain fatty acids protein;Elongation of very long chain fatty acids protein 5,Elovl5,-14.76394939,-14.82989788,-13.81726837,-15.45922375,-14.45848656,-14.1744175,-12.92610073,-12.09863377,,1.044009146,0.200401851,1.303175211,1.746130473,LIVER,PROT,MOUSE
D3Z183;Q8CBH5-2;Q8CBH5;F6U3S2,Major facilitator superfamily domain-containing protein 6,Mfsd6,-19.7531147,-20.46225548,-19.96958733,-19.70472527,-19.43691826,-19.2553463,-20.06370163,-20.05460358,,0.445175805,0.603565175,0.269778252,0.726162814,LIVER,PROT,MOUSE
D3Z197;D3Z357;Q6P2L6-2;Q6P2L6;A0A1B0GSG3;Q6P2L6-4,Histone-lysine N-methyltransferase;Histone-lysine N-methyltransferase NSD3,Whsc1l1,-18.29715157,-18.14432335,-17.85066795,-19.67871666,-18.25638008,-19.63670349,-19.52485847,-20.05733109,,0.769955513,0.320202037,-0.876103401,-1.324012643,LIVER,PROT,MOUSE
D3Z1F7;Q9DBN4;Q9DBN4-2;Q9DBN4-3;D3YXF2,Putative monooxygenase p33MONOX,4833439L19Rik;P33monox,-19.65720558,-22.86944771,-19.92332458,-19.38664818,-21.54280281,-18.71032906,-21.39998436,-21.5890274,,0.122503436,0.842700611,-0.351379395,-0.299807862,LIVER,PROT,MOUSE
D3Z1H9;Q9JL62;D3Z1H8,Glycolipid transfer protein,Gltp,-18.58953667,-17.99338531,-18.23330116,-18.00696754,-18.16956902,-18.76704025,-18.14515686,-18.95748711,,0.570169135,0.521635762,-0.304015636,-0.869451953,LIVER,PROT,MOUSE
D3Z205;D3Z0Q1;J3QM73;D3YWJ5;D3Z325;D3Z312;Q921Z5-2;Q921Z5,Tumor necrosis factor alpha-induced protein 8,Tnfaip8,-20.90417671,-20.1119957,-20.12975693,-21.2587738,-21.19666672,-20.83944511,-23.07086182,-19.86748505,,0.384774123,0.575245877,-0.642438889,-0.774603647,LIVER,PROT,MOUSE
D3Z269,,Lypla1,-19.29366112,-19.53277016,-19.2626152,-18.35184288,-18.28190804,-21.58751488,-21.37145996,-19.76341438,,0.675699588,0.345641745,-1.140851974,-1.24706796,LIVER,PROT,MOUSE
D3Z286,,Tmppe,-18.97447205,-19.67828178,-18.78730011,-20.79769707,-20.56303978,-21.43003464,-19.55751419,-19.01824379,,0.357832976,0.603673231,-0.582770348,-0.725953484,LIVER,PROT,MOUSE
D3Z2C4,,Pklr,-19.08813858,-20.5710125,-20.38781929,-21.94558334,-22.59962463,-22.68357658,-17.36247635,-19.7110405,,0.022064141,0.972243161,-0.091041088,-0.060464416,LIVER,PROT,MOUSE
D3Z2E3;E9Q632;O54916;F6R6F1;O54916-3;O54916-4;F6YT69;O54916-2;F7AB82;A0A1L1SRE4;D6RIN6,RalBP1-associated Eps domain-containing protein 1,Reps1,-16.70343971,-17.04588509,-17.05594635,-16.50979233,-16.18817139,-16.12683296,-16.8692646,-17.28439713,,0.284263615,0.718962814,0.21159935,0.516737437,LIVER,PROT,MOUSE
D3Z2J6;Q9D710;D3YYX0,Thioredoxin-related transmembrane protein 2,Tmx2,-15.47657681,-15.17647839,-15.54293823,-15.09881496,-15.10983753,-15.30020809,-15.02821255,-15.8462801,,0.004003916,0.997627261,0.00256753,0.008172805,LIVER,PROT,MOUSE
D3Z2K2;Q9CR88,28S ribosomal protein S14. mitochondrial,Mrps14,-16.78264809,-17.03382874,-17.09766769,-17.37399483,-16.83487701,-17.40260887,-17.74905014,-17.05938148,,0.347533628,0.694289096,-0.189444542,-0.567064661,LIVER,PROT,MOUSE
D3Z2L5;D3YYW5;D3Z1U1;Q9JJU9,Beta-crystallin B3;Beta-crystallin B3. N-terminally processed,Crybb3,-20.13956833,-17.23035622,-19.66095543,-20.62126541,-22.11760139,-21.41044998,-21.39737701,-22.78512955,,1.650046437,0.060763964,-2.514603138,-2.723586896,LIVER,PROT,MOUSE
D3Z2Q2;D3Z079;Q8K400-2;Q8K400;F6WXQ4,Syntaxin-binding protein 5,Stxbp5,-20.01563072,-19.2813549,-19.27738953,-19.11161423,-18.0077877,-18.94935799,-19.34308052,-18.70676804,,0.996684055,0.264247697,0.669748783,1.502872126,LIVER,PROT,MOUSE
D3Z2W0;E9QM75;Q9WUU8-2;Q9WUU8-3;Q9WUU8;D3Z3B6,TNFAIP3-interacting protein 1,Tnip1,-20.67679405,-21.7046299,-21.3235817,-21.39647484,-20.95213127,-21.1628952,-19.00745392,-19.58984375,,0.997183055,0.224648841,1.097289085,1.647457452,LIVER,PROT,MOUSE
D3Z316;Q9CQF4,Uncharacterized protein C6orf203 homolog,1700021F05Rik,-15.83182716,-16.33081055,-15.58059788,-16.29730034,-16.30747986,-17.12911034,-17.18300247,-16.6039238,,1.533166986,0.133071359,-0.795745134,-2.096794006,LIVER,PROT,MOUSE
D3Z390;Q921C5;Q921C5-2;Q921C5-3;G3UXK5;B2KG46;Q8BR07-3;Q8BR07;Q8BR07-4;G3UY88,Protein bicaudal D homolog 2,Bicd2,-15.98392105,-15.74809837,-15.20359325,-14.5958786,-13.65681458,-15.24400902,-15.24400902,-15.60176277,,0.361547823,0.614585157,0.446223974,0.704380927,LIVER,PROT,MOUSE
D3Z3A0;Q9DCL8,Protein phosphatase inhibitor 2,Ppp1r2,-15.89752007,-15.73710346,-15.88331509,-15.7409296,-16.35631752,-15.88294029,-15.898242,-15.31475258,,0.080083366,0.922141457,-0.048346043,-0.15218541,LIVER,PROT,MOUSE
D3Z3E8;E9PW39;D3YVL0;P23249,Putative helicase MOV-10,Mov10,-13.77990055,-13.66387367,-13.3438797,-14.23191166,-14.32139111,-14.0395565,-14.76268578,-14.30578041,,1.356275331,0.194934645,-0.602462053,-1.787159252,LIVER,PROT,MOUSE
D3Z3F1;Q9D824-4,Pre-mRNA 3-end-processing factor FIP1,Fip1l1,-23.84323311,-23.51914787,-23.96962929,-20.25982857,-20.29244423,-18.67594719,-19.40861893,-21.47589684,,1.472910174,0.080268657,2.934732914,2.507479186,LIVER,PROT,MOUSE
D3Z3L3;D3YYU4;A0A0R4J1B5;Q99PQ1;D3YVI1,,Trim12c;Trim5,-18.991642,-18.82119942,-18.54109383,-17.32581329,-18.56911469,-18.64445686,-18.08917236,-18.14338875,,0.050905544,0.943669015,0.058403969,0.116215502,LIVER,PROT,MOUSE
D3Z3Z8;D3YYI3;P60898,DNA-directed RNA polymerase subunit;DNA-directed RNA polymerase II subunit RPB9,Polr2i,-18.3880043,-19.25191879,-17.68963432,-20.395895,-22.52403259,-20.57996941,-22.35643387,-20.23630524,,1.619468,0.065722222,-2.49282217,-2.677500172,LIVER,PROT,MOUSE
D3Z417;P56581-2;P56581,G/T mismatch-specific thymine DNA glycosylase,Tdg,-21.18513489,-21.59245491,-20.49164009,-18.9432869,-19.76533508,-18.9508934,-20.85415268,-21.2264843,,0.17647715,0.785543885,0.35391283,0.402051993,LIVER,PROT,MOUSE
D3Z442;D3YZD8;Q8R0P4;D3YWY5;D3YX09;D3Z1Q3;Q8R0P4-2;Q8CF11;D3YY39,Mth938 domain-containing protein,Aamdc,-18.30010986,-19.05900764,-17.66954803,-15.76291084,-15.46037483,-16.20761681,-15.78789806,-17.28604507,,0.955475079,0.219912833,1.512410402,1.663622903,LIVER,PROT,MOUSE
D3Z456;Q99N95;F6W7C7;A0A1L1SU47,39S ribosomal protein L3. mitochondrial,Mrpl3,-16.41958237,-15.79303265,-16.030653,-15.97906685,-15.45150375,-17.5639286,-15.52052879,-16.12723541,,0.078172163,0.907160887,-0.110215425,-0.181422746,LIVER,PROT,MOUSE
D3Z494;G5E895;S4R2G9,,Akr1b10,-19.1993084,-18.21465302,-18.70270729,-20.32813835,-20.68899155,-20.50677872,-19.37024689,-18.60839462,,0.460476257,0.509727094,-0.68240118,-0.888617805,LIVER,PROT,MOUSE
D3Z4D1;O88824,Protein JTB,Jtb,-18.77403259,-18.56182861,-18.79991913,-18.61020088,-20.78538513,-18.14600945,-19.57301521,-18.71840858,,0.489033954,0.494192626,-0.61920929,-0.914884846,LIVER,PROT,MOUSE
D3Z4E6;Q3ZK22;Q3ZK22-3;Q3ZK22-4;F6W383;Q3ZK22-2,Vezatin,Vezt,-19.69525337,-19.52892303,-19.45635986,-20.1543808,-19.68904495,-20.04225159,-18.92481041,-21.13950539,,0.19455443,0.782499445,-0.240173817,-0.409673447,LIVER,PROT,MOUSE
D3Z4J5;Q9D1H7;D3Z7S0;Q9D1H7-2,Golgi to ER traffic protein 4 homolog,Get4,-18.16373062,-18.90236282,-18.29827309,-17.54579544,-16.19073868,-16.67651939,-15.61073017,-15.99771309,+,2.988248025,0.010117647,2.10861516,4.627212827,LIVER,PROT,MOUSE
D3Z4L7;D3YVM8;O55102,Biogenesis of lysosome-related organelles complex 1 subunit 1,Bloc1s1,-18.29806709,-17.61520767,-17.64849472,-18.28291893,-18.7409668,-19.40556908,-19.31048584,-17.98418999,,1.259990189,0.176369852,-0.899130821,-1.880305208,LIVER,PROT,MOUSE
D3Z4S3,Putative peptidyl-tRNA hydrolase PTRHD1,Ptrhd1,-17.49569511,-17.52104568,-16.6090641,-16.16069794,-15.07695484,-16.00382423,-17.51958656,-16.66675949,,0.460069471,0.515602333,0.629844427,0.878515701,LIVER,PROT,MOUSE
D3Z4U0;Q9R020;E9PUD0;Q9R020-2;A0A0H2UH20;A0A0G2JGE3;V9GX51,Zinc finger Ran-binding domain-containing protein 2,Zranb2,-16.99759483,-16.68876457,-16.55132484,-16.26894188,-16.06979179,-15.75657082,-16.95989799,-14.13732719,,0.718287663,0.341034675,0.895759583,1.264642005,LIVER,PROT,MOUSE
D3Z511;Q91WM6,Protein eva-1 homolog A,Eva1a,-15.45494747,-15.37169743,-15.7077055,-15.55321693,-16.48351288,-16.53930664,-15.59443569,-15.72838306,,1.149743725,0.242044199,-0.564517736,-1.579141385,LIVER,PROT,MOUSE
D3Z512;P56542;D3Z5U3,Deoxyribonuclease-2-alpha,Dnase2a;Dnase2,-17.89899445,-17.81696129,-17.48991585,-19.29916954,-17.67469406,-17.48692322,-17.48812866,-17.633564,,0.661329493,0.405775803,0.555432796,1.102505691,LIVER,PROT,MOUSE
D3Z513;D3Z4N2;F8WIP8;P10923,Osteopontin,Spp1,-21.72086334,-20.02705383,-21.20321083,-21.7644043,-19.11149216,-21.85748482,-18.80120659,-17.09823036,,0.939167615,0.216168734,1.961779594,1.684013494,LIVER,PROT,MOUSE
D3Z534;D3Z532;D3Z535;D3Z4R2;F6QYT9;A2CG49-4;A2CG49-2;A2CG49;A2CG49-7;A2CG49-6,Kalirin,Kalrn,-18.98508453,-19.4655323,-19.32858849,-18.42967606,-18.35796165,-18.02675629,-19.07605743,-21.38790512,,0.072312901,0.907426523,-0.15994978,-0.179322938,LIVER,PROT,MOUSE
