Uniprot ID,Entry name,Gene name,Protein name,SWATH_T2D,SWATH_IGT,SWATH_IFG,SWATH_NGT,ANOVA_p-value,ANOVA_q-value,Tissue,Ome,Species
Q14152,EIF3A_HUMAN,EIF3A,Eukaryotic translation initiation factor 3 subunit A,2.55E+05,3.23E+05,2.77E+05,3.19E+05,5.50E-02,1.47E-01,SKM-VL,PROT,HUMAN
P55884,EIF3B_HUMAN,EIF3B,Eukaryotic translation initiation factor 3 subunit B,2.16E+05,2.75E+05,2.11E+05,2.58E+05,5.72E-01,7.03E-01,SKM-VL,PROT,HUMAN
Q99613,EIF3C_HUMAN,EIF3C,Eukaryotic translation initiation factor 3 subunit C,2.85E+05,3.68E+05,3.05E+05,3.66E+05,3.21E-02,1.01E-01,SKM-VL,PROT,HUMAN
O15371,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,2.52E+04,1.71E+04,2.80E+04,2.96E+04,1.98E-01,3.54E-01,SKM-VL,PROT,HUMAN
P60228,EIF3E_HUMAN,EIF3E,Eukaryotic translation initiation factor 3 subunit E,6.17E+04,7.85E+04,6.86E+04,6.79E+04,3.46E-01,5.19E-01,SKM-VL,PROT,HUMAN
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,2.07E+05,2.30E+05,2.07E+05,2.47E+05,7.21E-02,1.79E-01,SKM-VL,PROT,HUMAN
O15372,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,1.48E+04,1.76E+04,1.93E+04,1.75E+04,7.58E-01,8.42E-01,SKM-VL,PROT,HUMAN
Q13347,EIF3I_HUMAN,EIF3I,Eukaryotic translation initiation factor 3 subunit I,5.50E+04,5.47E+04,5.45E+04,5.53E+04,1.00E+00,1.00E+00,SKM-VL,PROT,HUMAN
O75822,EIF3J_HUMAN,EIF3J,Eukaryotic translation initiation factor 3 subunit J,1.62E+05,1.70E+05,1.61E+05,1.81E+05,5.76E-01,7.06E-01,SKM-VL,PROT,HUMAN
Q9Y262,EIF3L_HUMAN,EIF3L,Eukaryotic translation initiation factor 3 subunit L,3.44E+04,4.12E+04,2.96E+04,4.16E+04,2.44E-01,4.17E-01,SKM-VL,PROT,HUMAN
Q15717,ELAV1_HUMAN,ELAVL1,ELAV-like protein 1,4.14E+04,5.13E+04,5.33E+04,5.65E+04,3.85E-01,5.51E-01,SKM-VL,PROT,HUMAN
Q8IZ81,ELMD2_HUMAN,ELMOD2,ELMO domain-containing protein 2,1.13E+04,2.59E+04,1.85E+04,2.54E+04,4.15E-03,2.53E-02,SKM-VL,PROT,HUMAN
Q15370,ELOB_HUMAN,ELOB,Elongin-B,9.42E+04,1.68E+05,1.21E+05,1.54E+05,3.92E-06,1.28E-04,SKM-VL,PROT,HUMAN
Q15369,ELOC_HUMAN,ELOC,Elongin-C,1.66E+05,2.39E+05,1.99E+05,2.16E+05,1.20E-01,2.53E-01,SKM-VL,PROT,HUMAN
Q00013,EM55_HUMAN,MPP1,55 kDa erythrocyte membrane protein,7.33E+04,7.24E+04,1.10E+05,9.63E+04,1.54E-02,6.26E-02,SKM-VL,PROT,HUMAN
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,4.05E+05,5.03E+05,5.77E+05,5.58E+05,3.88E-02,1.17E-01,SKM-VL,PROT,HUMAN
Q8N766,EMC1_HUMAN,EMC1,ER membrane protein complex subunit 1,7.29E+04,7.71E+04,8.49E+04,7.57E+04,8.46E-01,9.00E-01,SKM-VL,PROT,HUMAN
Q15006,EMC2_HUMAN,EMC2,ER membrane protein complex subunit 2,2.27E+04,2.32E+04,2.18E+04,2.45E+04,9.15E-01,9.48E-01,SKM-VL,PROT,HUMAN
O43402,EMC8_HUMAN,EMC8,ER membrane protein complex subunit 8,1.77E+04,4.21E+04,1.35E+04,2.25E+04,5.07E-02,1.40E-01,SKM-VL,PROT,HUMAN
P50402,EMD_HUMAN,EMD,Emerin,9.35E+04,9.93E+04,1.12E+05,1.14E+05,2.49E-01,4.22E-01,SKM-VL,PROT,HUMAN
Q9H4I9,EMRE_HUMAN,SMDT1,"Essential MCU regulator, mitochondrial",4.78E+04,3.77E+04,3.37E+04,4.50E+04,4.17E-01,5.79E-01,SKM-VL,PROT,HUMAN
O94919,ENDD1_HUMAN,ENDOD1,Endonuclease domain-containing 1 protein,4.31E+05,4.42E+05,4.90E+05,4.93E+05,4.50E-01,6.02E-01,SKM-VL,PROT,HUMAN
P06733,ENOA_HUMAN,ENO1,Alpha-enolase,4.23E+06,5.37E+06,4.62E+06,5.11E+06,2.71E-03,1.81E-02,SKM-VL,PROT,HUMAN
P13929,ENOB_HUMAN,ENO3,Beta-enolase,2.62E+07,2.98E+07,2.68E+07,2.52E+07,1.48E-01,2.91E-01,SKM-VL,PROT,HUMAN
Q9UHY7,ENOPH_HUMAN,ENOPH1,Enolase-phosphatase E1,3.37E+04,2.35E+04,2.82E+04,2.89E+04,8.23E-01,8.86E-01,SKM-VL,PROT,HUMAN
P14625,ENPL_HUMAN,HSP90B1,Endoplasmin,7.76E+04,9.47E+04,7.92E+04,9.02E+04,5.80E-01,7.09E-01,SKM-VL,PROT,HUMAN
O43768,ENSA_HUMAN,ENSA,Alpha-endosulfine,4.39E+04,2.17E+04,2.93E+04,3.90E+04,3.09E-01,4.82E-01,SKM-VL,PROT,HUMAN
Q9UBC2,EP15R_HUMAN,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,1.29E+04,1.21E+04,1.41E+04,1.64E+04,5.85E-01,7.13E-01,SKM-VL,PROT,HUMAN
P16452,EPB42_HUMAN,EPB42,Erythrocyte membrane protein band 4.2,2.95E+05,3.38E+05,2.99E+05,3.36E+05,3.81E-01,5.48E-01,SKM-VL,PROT,HUMAN
O95278,EPM2A_HUMAN,EPM2A,Laforin,2.21E+05,2.49E+05,2.11E+05,2.54E+05,2.41E-01,4.12E-01,SKM-VL,PROT,HUMAN
P42566,EPS15_HUMAN,EPS15,Epidermal growth factor receptor substrate 15,5.37E+04,9.39E+04,8.97E+04,8.83E+04,3.37E-02,1.05E-01,SKM-VL,PROT,HUMAN
Q9NZ08,ERAP1_HUMAN,ERAP1,Endoplasmic reticulum aminopeptidase 1,9.98E+04,1.18E+05,1.43E+05,1.37E+05,4.94E-02,1.37E-01,SKM-VL,PROT,HUMAN
P62495,ERF1_HUMAN,ETF1,Eukaryotic peptide chain release factor subunit 1,5.02E+04,6.02E+04,6.40E+04,7.97E+04,7.73E-03,3.94E-02,SKM-VL,PROT,HUMAN
P48449,ERG7_HUMAN,LSS,Lanosterol synthase,1.08E+05,1.22E+05,1.26E+05,1.54E+05,5.13E-02,1.41E-01,SKM-VL,PROT,HUMAN
Q969X5,ERGI1_HUMAN,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,3.48E+04,4.34E+04,4.02E+04,4.34E+04,9.62E-02,2.17E-01,SKM-VL,PROT,HUMAN
O43414,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3,1.99E+05,1.79E+05,1.64E+05,2.07E+05,3.13E-01,4.87E-01,SKM-VL,PROT,HUMAN
O94905,ERLN2_HUMAN,ERLIN2,Erlin-2,2.88E+05,3.05E+05,3.29E+05,3.31E+05,3.81E-01,5.47E-01,SKM-VL,PROT,HUMAN
P30040,ERP29_HUMAN,ERP29,Endoplasmic reticulum resident protein 29,1.44E+05,1.82E+05,1.71E+05,1.50E+05,4.63E-01,6.14E-01,SKM-VL,PROT,HUMAN
O95718,ERR2_HUMAN,ESRRB,Steroid hormone receptor ERR2,1.98E+03,2.48E+03,1.77E+03,2.25E+03,3.63E-01,5.32E-01,SKM-VL,PROT,HUMAN
O00748,EST2_HUMAN,CES2,Cocaine esterase,6.85E+04,6.57E+04,7.47E+04,8.14E+04,3.66E-01,5.34E-01,SKM-VL,PROT,HUMAN
P10768,ESTD_HUMAN,ESD,S-formylglutathione hydrolase,1.66E+06,1.99E+06,1.98E+06,1.93E+06,2.87E-01,4.59E-01,SKM-VL,PROT,HUMAN
Q9BSJ8,ESYT1_HUMAN,ESYT1,Extended synaptotagmin-1,5.01E+05,5.20E+05,5.19E+05,5.58E+05,6.56E-01,7.64E-01,SKM-VL,PROT,HUMAN
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,5.32E+04,5.82E+04,8.33E+04,7.30E+04,7.76E-02,1.87E-01,SKM-VL,PROT,HUMAN
P13804,ETFA_HUMAN,ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial",8.24E+05,1.07E+06,9.66E+05,1.24E+06,1.34E-08,2.71E-06,SKM-VL,PROT,HUMAN
P38117,ETFB_HUMAN,ETFB,Electron transfer flavoprotein subunit beta,1.66E+06,1.59E+06,1.69E+06,2.19E+06,1.39E-04,2.03E-03,SKM-VL,PROT,HUMAN
Q16134,ETFD_HUMAN,ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",6.50E+05,6.85E+05,6.83E+05,8.44E+05,8.85E-06,2.51E-04,SKM-VL,PROT,HUMAN
Q6IPR1,ETFR1_HUMAN,ETFRF1,Electron transfer flavoprotein regulatory factor 1,1.57E+04,1.35E+04,1.83E+04,1.93E+04,5.20E-01,6.60E-01,SKM-VL,PROT,HUMAN
O95571,ETHE1_HUMAN,ETHE1,"Persulfide dioxygenase ETHE1, mitochondrial",2.24E+05,2.55E+05,2.52E+05,2.85E+05,1.84E-01,3.38E-01,SKM-VL,PROT,HUMAN
Q01844,EWS_HUMAN,EWSR1,RNA-binding protein EWS,1.56E+04,1.45E+04,1.50E+04,1.98E+04,3.37E-01,5.12E-01,SKM-VL,PROT,HUMAN
P50502,F10A1_HUMAN,ST13,Hsc70-interacting protein,7.97E+05,9.71E+05,8.82E+05,9.75E+05,5.66E-02,1.50E-01,SKM-VL,PROT,HUMAN
Q96C01,F136A_HUMAN,FAM136A,Protein FAM136A,9.57E+04,7.04E+04,7.57E+04,7.10E+04,7.63E-01,8.46E-01,SKM-VL,PROT,HUMAN
P00488,F13A_HUMAN,F13A1,Coagulation factor XIII A chain,9.16E+05,9.10E+05,9.45E+05,9.30E+05,9.91E-01,9.96E-01,SKM-VL,PROT,HUMAN
Q96A26,F162A_HUMAN,FAM162A,Protein FAM162A,3.86E+05,3.79E+05,4.05E+05,5.00E+05,4.77E-06,1.51E-04,SKM-VL,PROT,HUMAN
O00757,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",1.83E+06,2.19E+06,2.14E+06,2.28E+06,5.56E-03,3.15E-02,SKM-VL,PROT,HUMAN
Q96KR6,F210B_HUMAN,FAM210B,"Protein FAM210B, mitochondrial",7.28E+03,9.53E+03,7.42E+03,9.15E+03,3.97E-01,5.63E-01,SKM-VL,PROT,HUMAN
Q9BRX8,F213A_HUMAN,PRXL2A,Peroxiredoxin-like 2A,1.23E+05,1.51E+05,1.96E+05,1.72E+05,5.22E-02,1.43E-01,SKM-VL,PROT,HUMAN
P16118,F261_HUMAN,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",3.33E+04,5.16E+04,3.70E+04,4.09E+04,2.72E-01,4.46E-01,SKM-VL,PROT,HUMAN
Q9NUQ9,FA49B_HUMAN,CYRIB,CYFIP-related Rac1 interactor B,3.18E+04,3.78E+04,4.65E+04,5.31E+04,1.51E-01,2.93E-01,SKM-VL,PROT,HUMAN
Q8NCA5,FA98A_HUMAN,FAM98A,Protein FAM98A,1.77E+05,2.18E+05,1.41E+05,2.33E+05,7.55E-02,1.83E-01,SKM-VL,PROT,HUMAN
P16930,FAAA_HUMAN,FAH,Fumarylacetoacetase,5.25E+04,9.25E+04,7.23E+04,8.93E+04,4.24E-03,2.56E-02,SKM-VL,PROT,HUMAN
P15090,FABP4_HUMAN,FABP4,"Fatty acid-binding protein, adipocyte",1.75E+05,1.87E+05,2.15E+05,2.39E+05,2.31E-02,8.23E-02,SKM-VL,PROT,HUMAN
Q01469,FABP5_HUMAN,FABP5,Fatty acid-binding protein 5,2.97E+04,2.90E+04,2.87E+04,3.11E+04,9.65E-01,9.77E-01,SKM-VL,PROT,HUMAN
P05413,FABPH_HUMAN,FABP3,"Fatty acid-binding protein, heart",1.16E+06,1.11E+06,1.01E+06,1.12E+06,7.66E-01,8.47E-01,SKM-VL,PROT,HUMAN
Q96GK7,FAH2A_HUMAN,FAHD2A,Fumarylacetoacetate hydrolase domain-containing protein 2A,5.16E+04,5.62E+04,5.41E+04,6.86E+04,2.48E-02,8.59E-02,SKM-VL,PROT,HUMAN
Q6P587,FAHD1_HUMAN,FAHD1,"Acylpyruvase FAHD1, mitochondrial",7.16E+04,9.73E+04,7.25E+04,1.17E+05,1.47E-03,1.13E-02,SKM-VL,PROT,HUMAN
Q969Z0,FAKD4_HUMAN,TBRG4,FAST kinase domain-containing protein 4,1.07E+05,2.13E+05,1.12E+05,1.51E+05,5.51E-02,1.47E-01,SKM-VL,PROT,HUMAN
P23142,FBLN1_HUMAN,FBLN1,Fibulin-1,2.20E+04,3.32E+04,2.41E+04,4.07E+04,1.46E-02,6.08E-02,SKM-VL,PROT,HUMAN
P98095,FBLN2_HUMAN,FBLN2,Fibulin-2,1.35E+05,1.53E+05,1.58E+05,1.61E+05,4.57E-01,6.09E-01,SKM-VL,PROT,HUMAN
Q12805,FBLN3_HUMAN,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,2.97E+04,3.39E+04,3.74E+04,4.29E+04,2.74E-01,4.49E-01,SKM-VL,PROT,HUMAN
Q9UBX5,FBLN5_HUMAN,FBLN5,Fibulin-5,3.69E+04,6.24E+04,5.56E+04,5.46E+04,2.50E-02,8.59E-02,SKM-VL,PROT,HUMAN
P35555,FBN1_HUMAN,FBN1,Fibrillin-1,1.87E+06,1.87E+06,1.74E+06,1.90E+06,7.59E-01,8.43E-01,SKM-VL,PROT,HUMAN
P22087,FBRL_HUMAN,FBL,rRNA 2'-O-methyltransferase fibrillarin,2.24E+05,2.29E+05,2.11E+05,1.82E+05,5.89E-01,7.17E-01,SKM-VL,PROT,HUMAN
Q9UK99,FBX3_HUMAN,FBXO3,F-box only protein 3,1.86E+04,1.51E+04,2.09E+04,2.04E+04,7.58E-01,8.42E-01,SKM-VL,PROT,HUMAN
Q9UH90,FBX40_HUMAN,FBXO40,F-box only protein 40,1.35E+05,1.54E+05,1.57E+05,1.46E+05,8.84E-01,9.26E-01,SKM-VL,PROT,HUMAN
Q96AC1,FERM2_HUMAN,FERMT2,Fermitin family homolog 2,1.07E+05,1.29E+05,1.41E+05,1.33E+05,2.22E-01,3.89E-01,SKM-VL,PROT,HUMAN
Q13642,FHL1_HUMAN,FHL1,Four and a half LIM domains protein 1,2.35E+07,2.54E+07,2.58E+07,2.46E+07,5.16E-01,6.58E-01,SKM-VL,PROT,HUMAN
Q13643,FHL3_HUMAN,FHL3,Four and a half LIM domains protein 3,1.31E+06,1.95E+06,1.63E+06,1.98E+06,4.57E-04,4.88E-03,SKM-VL,PROT,HUMAN
Q9Y613,FHOD1_HUMAN,FHOD1,FH1/FH2 domain-containing protein 1,8.66E+05,1.13E+06,1.04E+06,1.08E+06,5.53E-04,5.69E-03,SKM-VL,PROT,HUMAN
P02671,FIBA_HUMAN,FGA,Fibrinogen alpha chain,1.78E+06,1.73E+06,1.56E+06,1.61E+06,4.65E-01,6.15E-01,SKM-VL,PROT,HUMAN
P02675,FIBB_HUMAN,FGB,Fibrinogen beta chain,1.55E+06,1.60E+06,1.90E+06,1.71E+06,5.17E-01,6.58E-01,SKM-VL,PROT,HUMAN
P02679,FIBG_HUMAN,FGG,Fibrinogen gamma chain,1.51E+06,1.45E+06,1.27E+06,1.44E+06,5.35E-01,6.73E-01,SKM-VL,PROT,HUMAN
P20930,FILA_HUMAN,FLG,Filaggrin,1.58E+05,1.93E+05,1.49E+05,1.17E+05,4.00E-01,5.63E-01,SKM-VL,PROT,HUMAN
Q5D862,FILA2_HUMAN,FLG2,Filaggrin-2,2.38E+04,4.85E+04,2.81E+04,1.93E+04,2.48E-02,8.59E-02,SKM-VL,PROT,HUMAN
P02751,FINC_HUMAN,FN1,Fibronectin,6.26E+05,7.35E+05,6.79E+05,8.12E+05,2.12E-03,1.49E-02,SKM-VL,PROT,HUMAN
Q9Y3D6,FIS1_HUMAN,FIS1,Mitochondrial fission 1 protein,3.13E+05,2.88E+05,3.15E+05,3.87E+05,1.02E-03,8.85E-03,SKM-VL,PROT,HUMAN
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,2.37E+05,2.98E+05,2.11E+05,2.49E+05,2.03E-01,3.62E-01,SKM-VL,PROT,HUMAN
Q8N6M3,FITM2_HUMAN,FITM2,Fat storage-inducing transmembrane protein 2,1.76E+04,1.51E+04,1.84E+04,2.41E+04,1.28E-01,2.66E-01,SKM-VL,PROT,HUMAN
P62942,FKB1A_HUMAN,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,3.70E+05,4.21E+05,3.88E+05,4.06E+05,6.50E-02,1.67E-01,SKM-VL,PROT,HUMAN
Q00688,FKBP3_HUMAN,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,1.06E+06,1.15E+06,1.09E+06,1.20E+06,1.01E-01,2.25E-01,SKM-VL,PROT,HUMAN
Q02790,FKBP4_HUMAN,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,1.66E+04,2.66E+04,1.99E+04,2.46E+04,9.23E-02,2.09E-01,SKM-VL,PROT,HUMAN
Q13451,FKBP5_HUMAN,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,6.16E+04,1.08E+05,8.38E+04,8.42E+04,5.46E-01,6.83E-01,SKM-VL,PROT,HUMAN
Q13045,FLII_HUMAN,FLII,Protein flightless-1 homolog,6.30E+04,6.07E+04,6.87E+04,7.63E+04,1.89E-01,3.44E-01,SKM-VL,PROT,HUMAN
P21333,FLNA_HUMAN,FLNA,Filamin-A,7.28E+05,8.85E+05,7.85E+05,8.47E+05,3.32E-01,5.07E-01,SKM-VL,PROT,HUMAN
O75369,FLNB_HUMAN,FLNB,Filamin-B,2.06E+06,2.02E+06,2.19E+06,2.17E+06,2.36E-01,4.06E-01,SKM-VL,PROT,HUMAN
Q14315,FLNC_HUMAN,FLNC,Filamin-C,2.54E+07,2.33E+07,2.54E+07,2.52E+07,4.23E-01,5.83E-01,SKM-VL,PROT,HUMAN
O75955,FLOT1_HUMAN,FLOT1,Flotillin-1,1.17E+05,1.22E+05,1.16E+05,1.37E+05,1.18E-01,2.51E-01,SKM-VL,PROT,HUMAN
Q14254,FLOT2_HUMAN,FLOT2,Flotillin-2,1.21E+05,1.46E+05,2.03E+05,2.09E+05,7.96E-03,4.00E-02,SKM-VL,PROT,HUMAN
Q06828,FMOD_HUMAN,FMOD,Fibromodulin,3.82E+04,5.73E+04,4.79E+04,5.13E+04,7.43E-01,8.31E-01,SKM-VL,PROT,HUMAN
Q96DP5,FMT_HUMAN,MTFMT,"Methionyl-tRNA formyltransferase, mitochondrial",8.11E+03,7.71E+03,8.45E+03,1.01E+04,4.82E-01,6.30E-01,SKM-VL,PROT,HUMAN
Q9H479,FN3K_HUMAN,FN3K,Fructosamine-3-kinase,7.28E+04,7.36E+04,7.71E+04,7.95E+04,8.65E-01,9.13E-01,SKM-VL,PROT,HUMAN
P14324,FPPS_HUMAN,FDPS,Farnesyl pyrophosphate synthase,2.99E+04,2.69E+04,2.34E+04,2.96E+04,6.92E-01,7.93E-01,SKM-VL,PROT,HUMAN
Q16595,FRDA_HUMAN,FXN,"Frataxin, mitochondrial",4.02E+04,3.00E+04,4.41E+04,4.59E+04,6.01E-01,7.27E-01,SKM-VL,PROT,HUMAN
A2A2Y4,FRMD3_HUMAN,FRMD3,FERM domain-containing protein 3,1.16E+04,9.88E+03,1.22E+04,1.13E+04,9.08E-01,9.43E-01,SKM-VL,PROT,HUMAN
A1L4K1,FSD2_HUMAN,FSD2,Fibronectin type III and SPRY domain-containing protein 2,3.59E+04,5.03E+04,4.46E+04,5.30E+04,8.29E-02,1.95E-01,SKM-VL,PROT,HUMAN
Q96AE4,FUBP1_HUMAN,FUBP1,Far upstream element-binding protein 1,1.45E+05,1.44E+05,1.52E+05,1.60E+05,9.40E-01,9.60E-01,SKM-VL,PROT,HUMAN
Q92945,FUBP2_HUMAN,KHSRP,Far upstream element-binding protein 2,6.59E+04,9.53E+04,5.88E+04,7.97E+04,2.02E-02,7.54E-02,SKM-VL,PROT,HUMAN
P07954,FUMH_HUMAN,FH,"Fumarate hydratase, mitochondrial",1.77E+06,1.66E+06,1.78E+06,2.13E+06,2.44E-06,8.82E-05,SKM-VL,PROT,HUMAN
Q9BWH2,FUND2_HUMAN,FUNDC2,FUN14 domain-containing protein 2,2.40E+05,3.02E+05,3.09E+05,2.77E+05,4.34E-01,5.92E-01,SKM-VL,PROT,HUMAN
P35637,FUS_HUMAN,FUS,RNA-binding protein FUS,2.51E+04,3.01E+04,2.22E+04,2.32E+04,6.44E-01,7.57E-01,SKM-VL,PROT,HUMAN
P51114,FXR1_HUMAN,FXR1,Fragile X mental retardation syndrome-related protein 1,3.17E+05,4.43E+05,3.86E+05,4.84E+05,1.80E-04,2.48E-03,SKM-VL,PROT,HUMAN
Q9BQS8,FYCO1_HUMAN,FYCO1,FYVE and coiled-coil domain-containing protein 1,1.29E+05,1.39E+05,1.59E+05,1.78E+05,2.53E-03,1.71E-02,SKM-VL,PROT,HUMAN
Q13283,G3BP1_HUMAN,G3BP1,Ras GTPase-activating protein-binding protein 1,2.00E+05,1.43E+05,2.22E+05,1.99E+05,5.07E-01,6.50E-01,SKM-VL,PROT,HUMAN
Q9UN86,G3BP2_HUMAN,G3BP2,Ras GTPase-activating protein-binding protein 2,3.09E+04,3.94E+04,4.33E+04,4.20E+04,1.84E-01,3.38E-01,SKM-VL,PROT,HUMAN
P04406,G3P_HUMAN,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,5.62E+07,5.63E+07,5.13E+07,4.30E+07,3.53E-04,4.04E-03,SKM-VL,PROT,HUMAN
O95479,G6PE_HUMAN,H6PD,GDH/6PGL endoplasmic bifunctional protein,1.14E+05,1.15E+05,1.25E+05,1.43E+05,1.39E-01,2.79E-01,SKM-VL,PROT,HUMAN
P06744,G6PI_HUMAN,GPI,Glucose-6-phosphate isomerase,7.93E+06,9.13E+06,8.72E+06,8.72E+06,5.82E-02,1.53E-01,SKM-VL,PROT,HUMAN
O43826,G6PT1_HUMAN,SLC37A4,Glucose-6-phosphate exchanger SLC37A4,1.53E+05,1.72E+05,1.45E+05,1.72E+05,2.56E-01,4.28E-01,SKM-VL,PROT,HUMAN
P0DPI2,GAL3A_HUMAN,GATD3A,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial",1.43E+06,1.42E+06,1.62E+06,2.06E+06,7.12E-06,2.12E-04,SKM-VL,PROT,HUMAN
P51570,GALK1_HUMAN,GALK1,Galactokinase,3.41E+04,9.73E+04,4.45E+04,8.10E+04,7.52E-03,3.88E-02,SKM-VL,PROT,HUMAN
O60755,GALR3_HUMAN,GALR3,Galanin receptor type 3,2.72E+04,4.85E+04,3.06E+04,2.54E+04,3.75E-01,5.42E-01,SKM-VL,PROT,HUMAN
Q14353,GAMT_HUMAN,GAMT,Guanidinoacetate N-methyltransferase,5.03E+05,7.57E+05,5.52E+05,6.12E+05,2.42E-04,3.04E-03,SKM-VL,PROT,HUMAN
Q14697,GANAB_HUMAN,GANAB,Neutral alpha-glucosidase AB,2.58E+05,2.62E+05,2.45E+05,2.75E+05,5.03E-01,6.48E-01,SKM-VL,PROT,HUMAN
Q9H4G4,GAPR1_HUMAN,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,1.56E+04,1.62E+04,1.50E+04,1.50E+04,9.84E-01,9.90E-01,SKM-VL,PROT,HUMAN
P41250,GARS_HUMAN,GARS1,Glycine--tRNA ligase,1.16E+05,1.34E+05,1.05E+05,1.31E+05,3.62E-01,5.32E-01,SKM-VL,PROT,HUMAN
Q9H0R6,GATA_HUMAN,QRSL1,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",5.91E+03,5.58E+03,6.35E+03,5.91E+03,9.80E-01,9.87E-01,SKM-VL,PROT,HUMAN
P62873,GBB1_HUMAN,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,4.83E+04,5.38E+04,4.02E+04,4.88E+04,5.22E-01,6.62E-01,SKM-VL,PROT,HUMAN
P62879,GBB2_HUMAN,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,9.03E+04,1.08E+05,7.74E+04,9.00E+04,1.63E-01,3.09E-01,SKM-VL,PROT,HUMAN
Q9UBI6,GBG12_HUMAN,GNG12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,1.24E+04,1.28E+04,1.20E+04,1.53E+04,6.59E-01,7.66E-01,SKM-VL,PROT,HUMAN
P32456,GBP2_HUMAN,GBP2,Guanylate-binding protein 2,1.29E+04,1.51E+04,1.22E+04,1.60E+04,6.59E-01,7.66E-01,SKM-VL,PROT,HUMAN
P60520,GBRL2_HUMAN,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,2.78E+04,2.84E+04,3.47E+04,3.48E+04,2.82E-01,4.56E-01,SKM-VL,PROT,HUMAN
Q92947,GCDH_HUMAN,GCDH,"Glutaryl-CoA dehydrogenase, mitochondrial",1.77E+04,3.08E+04,2.15E+04,2.97E+04,3.58E-02,1.10E-01,SKM-VL,PROT,HUMAN
Q92616,GCN1_HUMAN,GCN1,eIF-2-alpha kinase activator GCN1,6.87E+04,1.15E+05,7.13E+04,9.01E+04,1.94E-01,3.51E-01,SKM-VL,PROT,HUMAN
P23434,GCSH_HUMAN,GCSH,"Glycine cleavage system H protein, mitochondrial",8.34E+04,1.34E+05,8.80E+04,1.09E+05,5.97E-03,3.31E-02,SKM-VL,PROT,HUMAN
P35573,GDE_HUMAN,AGL,Glycogen debranching enzyme,1.07E+07,1.23E+07,1.13E+07,1.10E+07,8.71E-02,2.00E-01,SKM-VL,PROT,HUMAN
P31150,GDIA_HUMAN,GDI1,Rab GDP dissociation inhibitor alpha,2.43E+05,3.70E+05,3.21E+05,3.21E+05,1.16E-02,5.13E-02,SKM-VL,PROT,HUMAN
P50395,GDIB_HUMAN,GDI2,Rab GDP dissociation inhibitor beta,9.69E+05,1.02E+06,1.10E+06,1.13E+06,4.48E-01,6.01E-01,SKM-VL,PROT,HUMAN
P52565,GDIR1_HUMAN,ARHGDIA,Rho GDP-dissociation inhibitor 1,5.41E+04,5.39E+04,5.12E+04,5.65E+04,8.56E-01,9.07E-01,SKM-VL,PROT,HUMAN
P06396,GELS_HUMAN,GSN,Gelsolin,7.84E+05,6.97E+05,6.35E+05,7.82E+05,4.18E-02,1.22E-01,SKM-VL,PROT,HUMAN
Q9NQX3,GEPH_HUMAN,GPHN,Gephyrin,1.74E+05,1.91E+05,2.43E+05,2.10E+05,5.26E-01,6.66E-01,SKM-VL,PROT,HUMAN
Q7L5D6,GET4_HUMAN,GET4,Golgi to ER traffic protein 4 homolog,6.34E+03,6.94E+03,7.06E+03,7.27E+03,7.97E-01,8.70E-01,SKM-VL,PROT,HUMAN
Q9UJY5,GGA1_HUMAN,GGA1,ADP-ribosylation factor-binding protein GGA1,2.91E+04,2.12E+04,2.33E+04,3.28E+04,2.49E-01,4.22E-01,SKM-VL,PROT,HUMAN
O75223,GGCT_HUMAN,GGCT,Gamma-glutamylcyclotransferase,2.04E+04,2.41E+04,2.44E+04,2.84E+04,3.38E-01,5.13E-01,SKM-VL,PROT,HUMAN
